batchID,test1,test2,test3,test4,test5,test6,test7,test8,test9,test10,test11,test12,test13,test14,test15,test16,test17,test18,test19,test20,test21,test22,test23,test24,test25,test26,test27,test28,test29,test30
B009431,886,990,207,871,858,648,498,819,80,696,34,394,579,87,250,249,778,279,204,50,88,234,855,872,344,939,456,268,539,999
B041539,806,817,784,92,350,191,603,316,303,406,273,244,190,429,985,257,178,804,765,932,651,215,380,387,729,573,48,135,782,673
B003345,524,223,287,534,867,756,393,200,844,572,741,581,578,240,802,109,571,410,777,146,686,315,806,827,656,355,389,764,377,651
B041016,230,66,925,113,299,802,509,469,883,756,987,146,442,405,722,533,340,193,363,659,462,2,48,621,182,20,572,704,146,533
B050275,63,62,274,453,628,952,306,780,944,216,222,378,366,188,739,839,243,699,852,350,500,772,690,554,707,331,343,712,486,345
B031898,312,918,868,488,675,910,307,304,248,582,713,741,335,754,669,610,999,277,942,345,727,334,432,901,959,601,869,222,214,794
B008297,270,140,127,649,254,885,960,778,932,857,719,461,632,829,604,905,459,266,467,602,897,598,992,155,65,173,443,315,172,862
B033617,692,460,239,698,314,20,21,49,440,170,955,255,521,298,598,281,416,953,906,6,536,38,185,845,452,550,874,114,66,375
B022348,408,213,156,697,772,870,304,475,990,582,239,911,87,520,683,843,255,31,562,809,270,903,334,613,306,848,500,294,978,366
B023367,897,143,406,248,648,821,332,423,318,312,441,589,136,993,468,531,511,247,759,810,826,429,23,76,449,655,697,443,111,423
B019191,166,936,280,133,733,283,66,884,774,989,398,933,919,0,793,988,991,466,551,444,997,555,117,216,173,244,754,560,367,963
B024853,294,130,752,754,147,336,426,768,188,266,494,623,117,251,980,377,381,272,813,731,697,371,59,265,508,334,743,720,432,167
B013872,717,883,908,485,80,481,636,724,487,301,459,411,79,265,820,156,468,321,890,751,205,718,23,564,257,161,275,47,403,338
B007874,669,83,669,641,30,517,570,971,856,610,675,9,789,862,540,287,949,875,470,219,433,953,185,920,209,759,652,715,448,71
B048873,804,924,400,532,566,234,640,746,399,337,747,847,119,363,694,878,42,918,53,887,688,624,417,337,636,728,25,583,242,663
B030387,204,343,714,385,426,170,317,900,885,44,653,369,555,684,860,588,551,616,819,462,710,440,680,144,641,18,539,397,656,175
B043174,936,245,539,291,277,762,963,398,361,274,706,271,290,211,850,981,607,965,958,974,657,678,352,943,179,922,603,638,6,143
B012491,894,837,805,772,482,271,539,815,542,191,975,963,691,671,746,861,385,503,490,703,198,914,465,48,890,466,893,225,259,799
B021754,933,984,172,133,948,581,168,45,201,870,725,601,164,128,884,714,789,83,349,270,655,247,251,582,775,424,773,537,215,551
B024761,756,140,334,269,672,168,291,356,629,260,181,598,447,743,786,870,173,478,164,18,189,598,131,563,464,965,441,525,493,488
B014665,598,553,827,622,311,488,582,267,683,784,788,863,879,493,524,140,659,220,425,723,408,771,406,773,474,217,209,561,10,604
B002777,884,466,929,569,108,414,857,389,621,894,882,167,473,0,496,779,607,827,747,771,755,609,443,841,874,451,319,247,738,250
B040347,901,508,705,974,949,812,347,849,28,947,994,403,306,964,788,913,167,590,268,219,129,279,764,243,262,643,744,157,402,596
B010609,818,288,565,991,143,507,983,516,733,660,135,248,626,777,758,668,751,966,397,667,937,509,146,300,46,295,82,764,168,374
B049944,590,254,75,348,691,137,126,783,90,433,443,592,619,194,32,599,564,837,903,450,984,829,289,995,146,653,107,835,344,946
B014911,602,987,26,178,310,894,587,340,206,704,263,347,187,192,175,679,588,235,265,254,285,392,607,56,707,289,486,864,398,827
B000963,825,824,856,679,135,798,822,660,136,604,158,268,913,746,119,500,168,684,8,288,463,542,828,942,505,940,912,629,101,883
B012746,601,593,925,760,907,241,111,453,656,274,210,266,79,811,817,419,684,334,249,580,562,339,193,741,313,338,197,920,147,742
B014773,532,512,150,887,746,942,484,745,738,259,425,335,224,174,160,473,450,841,717,479,671,596,864,464,592,747,232,579,429,707
B003419,667,831,962,683,228,542,583,751,991,74,309,442,65,914,978,43,582,480,665,23,754,961,951,667,110,848,896,637,167,789
B047791,400,183,134,323,783,754,245,56,790,39,342,820,951,716,206,441,318,878,728,829,184,512,568,498,783,37,379,956,8,531
B039959,496,669,951,193,679,507,810,95,658,433,110,918,553,106,887,104,347,728,257,898,390,487,111,220,388,274,633,747,566,611
B026784,469,182,560,371,895,621,863,622,364,579,375,894,348,400,805,53,805,215,1,533,903,496,649,321,993,278,216,163,96,739
B010811,320,7,946,963,706,165,998,891,154,380,136,800,241,623,759,192,596,215,618,43,936,766,168,99,29,653,161,958,251,915
B016879,600,880,86,933,896,999,212,126,961,38,90,140,798,349,456,466,228,697,471,887,245,540,98,440,900,797,818,622,623,594
B038077,806,691,882,955,941,96,745,897,247,4,726,286,523,308,808,930,689,869,994,651,710,53,483,269,819,649,55,898,388,869
B006023,695,28,779,570,213,478,778,382,414,302,756,183,965,61,598,39,354,733,543,71,200,145,136,302,773,534,745,403,664,185
B030543,180,157,379,83,191,917,751,2,63,19,352,795,0,917,174,842,280,469,660,878,234,21,901,941,618,104,885,651,272,990
B044139,420,601,522,745,402,307,3,260,373,398,280,417,697,524,460,948,47,748,418,933,956,620,908,112,210,874,936,767,251,811
B024849,210,349,550,465,504,202,707,203,967,646,210,289,126,296,227,409,503,346,155,644,757,423,702,644,178,732,224,937,418,578
B033869,691,838,233,61,878,14,106,134,792,455,158,565,423,113,778,610,969,459,510,354,546,40,238,168,14,577,391,49,519,744
B021602,681,489,446,934,430,372,17,877,420,987,950,860,537,480,268,33,519,704,613,820,374,322,762,122,2,521,117,971,860,432
B010859,172,0,831,612,532,201,2,66,813,369,106,693,924,803,929,550,910,101,623,705,723,706,554,237,265,86,397,62,659,947
B030839,22,681,885,556,897,679,239,691,215,2,427,839,309,314,128,235,990,76,283,609,948,188,160,47,755,628,520,454,351,371
B019585,400,311,824,231,948,515,325,622,805,456,302,289,997,717,900,997,886,241,252,569,172,128,293,759,559,736,787,243,654,104
B027797,709,132,677,467,447,784,778,264,4,71,66,462,372,534,361,695,435,23,213,72,652,612,423,319,919,324,203,605,999,584
B039565,179,560,552,109,225,411,875,86,685,391,500,78,420,713,151,426,990,703,420,254,362,276,540,834,711,582,805,420,98,472
B037116,833,628,17,385,470,271,806,148,840,211,932,943,70,198,130,499,695,576,292,182,66,504,881,84,215,84,330,189,498,734
B021583,568,522,211,231,602,869,462,207,487,644,46,654,870,691,159,399,680,11,630,846,158,865,564,299,893,259,374,145,816,726
B046115,39,169,871,882,193,815,180,683,179,870,530,744,172,516,762,343,665,50,370,98,765,243,702,475,435,488,199,276,92,576
B017236,204,493,487,398,121,163,311,653,187,347,749,499,648,954,591,614,893,70,437,644,632,155,384,286,662,828,635,230,422,178
B039640,640,464,626,565,259,850,39,476,508,608,447,400,654,781,375,591,767,367,9,56,194,180,102,650,364,104,376,668,516,531
B005940,330,178,543,122,955,556,442,969,987,769,187,243,283,847,747,101,191,956,258,253,653,176,888,932,95,247,866,210,563,242
B004400,694,819,528,43,692,238,71,438,920,60,315,645,428,200,446,512,12,599,693,881,461,749,67,533,318,216,422,654,553,601
B014173,84,217,794,394,611,308,231,156,860,124,472,592,480,164,992,201,337,982,103,239,371,657,678,183,19,409,936,587,190,488
B046823,706,942,879,472,129,167,169,529,93,129,738,582,478,335,793,883,936,86,486,242,871,816,346,543,331,219,832,833,40,639
B018267,44,143,832,621,410,264,170,876,335,416,977,669,469,413,519,480,676,467,366,659,659,5,883,831,654,305,423,786,197,783
B036195,683,454,380,200,645,576,447,681,919,674,299,609,71,190,530,925,160,965,727,522,513,158,974,573,871,44,740,634,416,698
B008404,194,734,616,797,456,298,359,150,896,30,890,305,312,163,313,522,456,51,223,727,909,510,962,216,926,826,233,335,39,919
B012127,560,805,531,389,306,103,177,662,744,342,10,469,992,80,480,31,754,550,753,452,887,2,428,24,374,994,61,332,426,685
B018536,113,13,663,542,135,429,758,228,358,400,681,396,880,5,689,400,510,400,906,274,129,501,394,356,156,355,339,692,518,252
B017726,422,94,523,541,77,646,655,542,468,419,505,207,951,122,484,175,601,270,152,948,583,472,109,628,917,556,691,296,524,669
B039419,947,706,25,875,919,326,786,267,842,509,585,14,258,207,847,260,297,104,573,122,401,512,849,998,557,37,605,250,747,599
B020148,26,785,810,667,176,712,75,178,840,829,159,328,303,498,983,844,924,318,305,480,70,886,193,485,62,876,256,851,19,84
B006761,458,55,470,585,760,314,598,734,521,966,217,543,527,48,979,894,814,457,49,504,391,483,182,778,928,359,626,486,842,507
B040506,836,648,244,286,268,813,486,70,979,772,400,850,105,147,784,619,5,245,195,667,128,929,388,833,379,349,712,539,931,858
B045252,390,326,443,60,522,887,306,920,581,180,830,329,805,851,108,188,493,789,798,600,764,917,384,293,482,752,197,615,173,16
B046945,311,729,827,141,933,967,118,422,911,193,109,202,375,941,128,93,719,869,39,45,243,521,950,692,855,975,586,748,822,271
B048776,510,652,596,727,455,698,149,21,818,499,693,12,7,303,712,296,571,751,181,241,470,924,592,939,947,733,33,733,236,436
B044186,776,926,423,847,297,12,669,510,907,228,535,595,160,636,427,937,162,197,694,907,986,348,147,167,914,595,111,856,953,549
B026332,347,537,253,141,782,879,393,723,791,229,59,341,20,392,11,920,871,258,987,210,293,255,720,364,149,48,984,887,112,992
B005479,91,659,272,384,795,320,870,991,999,126,684,942,17,370,498,190,549,72,230,324,719,154,724,952,572,602,104,450,960,915
B016029,510,431,27,854,514,800,73,83,776,639,66,69,913,976,618,799,244,725,217,610,555,544,617,46,454,347,475,554,766,951
B044832,674,350,29,184,239,997,528,553,550,280,47,895,969,760,431,304,22,902,604,867,33,107,619,729,55,570,386,279,8,13
B015304,123,583,902,555,771,714,536,966,178,741,262,846,878,574,668,289,221,759,353,108,378,809,631,551,60,357,772,321,33,360
B018918,458,358,292,479,405,44,569,345,508,249,988,875,682,478,151,862,64,386,992,939,583,250,35,704,949,674,799,614,205,819
B005794,12,17,253,460,662,575,23,278,649,943,625,852,718,797,80,830,730,625,621,771,602,486,330,756,317,745,59,405,747,745
B049574,650,906,221,968,634,91,422,480,631,369,479,408,56,623,488,116,545,513,898,235,699,664,169,637,710,626,226,152,122,252
B000773,978,627,738,135,741,304,158,958,729,736,335,439,888,87,423,475,25,194,170,3,325,413,302,123,658,948,191,865,34,229
B004615,721,787,583,501,385,23,473,495,671,404,445,379,695,976,511,502,913,334,438,73,695,959,841,889,676,709,943,942,949,453
B032109,347,275,316,758,497,306,20,502,465,333,858,607,739,716,586,510,277,280,453,374,515,37,425,99,134,560,871,638,513,594
B035550,774,73,588,700,161,266,71,223,869,744,628,901,596,744,212,59,697,866,946,319,404,949,518,205,771,580,803,88,250,255
B047762,123,783,491,401,769,755,536,445,99,584,689,531,331,175,98,410,182,34,384,482,957,458,509,774,357,62,89,271,113,363
B022205,732,136,723,977,8,905,656,342,20,837,871,577,428,769,612,140,893,197,470,921,409,443,319,629,302,24,367,98,123,794
B040653,611,676,72,170,644,842,878,156,530,183,804,0,853,196,705,671,244,316,787,926,606,291,608,855,707,385,675,328,96,594
B042069,598,442,371,277,60,865,21,878,855,295,782,359,818,107,374,59,542,918,298,312,609,323,3,523,685,864,259,692,773,311
B043409,44,770,931,572,890,357,815,746,901,667,510,100,791,110,834,956,970,164,983,550,910,460,420,994,414,572,318,631,161,831
B001534,342,770,466,331,544,928,37,108,497,518,109,56,295,80,736,149,151,14,152,70,610,712,523,606,888,859,865,234,808,785
B038338,945,962,139,234,959,785,962,383,542,534,430,402,447,608,134,552,884,688,899,232,713,685,404,64,878,264,571,514,301,704
B014881,139,621,444,950,594,663,668,649,176,945,877,133,406,882,348,105,480,324,896,720,658,630,229,782,12,229,745,989,976,145
B006873,49,209,178,158,432,409,301,463,824,94,333,807,508,706,221,884,119,821,341,390,152,667,156,314,98,834,677,864,365,246
B033871,709,2,571,260,954,525,629,175,245,40,33,619,280,143,621,908,72,881,17,615,940,993,124,818,620,992,407,385,424,633
B021559,860,177,622,130,733,651,815,306,179,14,834,627,836,261,330,879,217,842,943,273,617,240,325,98,927,521,56,605,194,502
B017590,151,99,406,812,950,873,373,342,157,198,929,920,549,350,910,239,388,459,558,483,340,958,879,622,658,132,376,573,401,371
B029733,260,715,310,640,79,319,250,675,369,110,834,850,728,397,84,840,828,132,293,133,263,276,554,792,78,376,314,317,941,56
B034408,656,498,532,664,415,318,730,40,201,53,486,758,57,914,430,660,431,398,498,279,886,654,542,958,568,271,553,915,74,812
B035100,985,391,508,578,177,706,52,536,481,34,850,57,491,938,535,4,644,679,887,500,479,517,158,28,67,750,593,330,2,381
B019632,676,609,172,487,525,532,742,583,30,103,732,823,346,180,552,563,670,927,188,685,645,767,397,400,286,608,967,979,472,52
B038721,546,566,196,422,773,408,569,136,762,189,984,308,895,954,182,193,596,71,489,876,297,768,398,622,749,467,728,204,525,803
B047424,779,121,264,135,244,506,241,320,930,910,909,572,628,961,564,146,294,824,539,827,884,873,329,570,782,830,400,725,731,61
B016526,455,75,898,526,374,931,712,469,240,803,504,267,372,766,205,882,805,996,829,116,506,801,415,169,3,624,6,420,983,643
B008868,545,772,902,315,937,382,928,680,540,808,969,949,507,752,599,481,757,922,899,241,283,975,925,334,705,315,503,124,459,365
B043165,765,938,679,875,293,4,529,583,287,989,675,259,571,474,683,645,315,981,458,500,173,11,523,289,354,515,858,360,187,853
B021331,434,554,216,628,449,40,564,643,114,84,312,279,97,327,277,683,620,285,177,694,528,557,546,867,281,347,520,893,549,188
B049141,12,228,545,597,234,893,152,671,928,194,265,392,974,472,594,540,639,706,117,192,871,85,66,548,147,200,782,4,822,776
B038612,677,6,40,687,979,978,56,183,959,667,206,763,790,43,359,674,56,629,991,415,638,716,88,137,503,716,315,816,171,46
B040533,479,367,528,920,485,600,973,681,920,20,857,850,241,573,851,525,434,376,250,462,806,586,156,109,967,415,644,987,164,61
B021869,811,642,224,432,539,391,682,275,960,834,409,814,842,128,945,123,536,950,806,708,815,974,799,777,38,937,431,592,852,880
B012996,11,132,108,213,145,412,281,406,888,551,346,841,612,932,369,548,140,185,12,16,645,669,805,706,876,145,237,365,923,483
B045385,862,952,226,520,724,420,963,287,823,326,951,573,278,129,385,757,223,482,710,27,711,878,544,834,615,247,78,634,949,599
B045603,230,427,484,672,450,872,821,479,3,797,209,981,287,828,812,426,22,44,814,405,921,773,833,89,987,990,202,173,534,237
B042128,62,184,890,738,894,656,714,418,5,795,60,733,909,81,42,263,238,341,999,837,424,828,902,798,526,700,335,744,803,682
B020012,457,917,908,118,505,771,214,637,912,474,570,586,619,642,809,842,993,606,540,458,387,940,808,312,643,450,631,334,869,383
B033765,495,84,786,555,763,657,916,47,173,687,259,176,326,754,692,888,799,629,928,948,340,891,853,610,774,545,588,524,905,709
B001607,775,959,797,926,591,661,292,821,296,226,146,736,249,923,647,449,508,258,319,57,679,288,190,120,461,664,616,185,756,795
B039004,591,91,841,648,633,436,890,637,304,122,638,559,0,534,948,454,469,341,840,665,124,392,57,61,645,106,59,43,792,592
B016276,139,550,351,473,957,280,362,425,563,433,190,43,555,755,657,98,130,400,23,161,150,286,112,714,968,388,967,622,597,702
B001093,270,238,693,819,772,669,852,668,801,893,541,522,317,718,744,907,667,3,42,830,82,425,882,489,83,195,957,377,615,49
B038647,63,715,615,416,961,741,501,341,507,475,839,752,890,170,927,967,115,326,677,297,63,717,858,884,83,43,918,735,265,611
B045543,167,933,883,326,370,472,218,775,882,602,555,664,47,734,354,315,838,656,104,552,228,605,397,528,814,933,47,744,120,163
B036453,550,108,726,702,232,424,991,472,353,610,645,18,237,837,858,74,301,727,239,37,520,878,210,421,159,339,885,282,557,524
B012706,373,767,549,167,881,564,136,709,375,137,566,611,8,387,430,826,875,909,291,685,466,252,475,392,377,792,780,599,837,69
B018980,143,410,882,828,780,543,952,541,176,931,853,442,44,279,40,560,140,963,681,806,93,176,231,60,198,146,834,325,287,412
B020647,966,819,495,45,658,822,903,448,203,679,755,499,548,824,70,208,868,495,936,96,921,77,514,453,889,534,279,248,700,626
B026967,794,431,813,50,512,789,46,906,659,144,377,973,358,596,122,344,513,253,48,517,171,342,407,500,546,313,119,573,808,722
B040746,236,950,823,164,571,184,889,250,95,318,60,36,631,956,879,993,779,597,750,827,706,389,290,26,750,135,640,692,430,821
B024122,807,441,710,947,172,582,220,989,264,121,221,900,33,586,294,457,879,313,393,195,957,236,579,528,559,807,734,393,524,705
B015958,989,445,859,278,445,319,433,780,783,58,925,144,633,61,803,783,654,638,835,49,175,392,488,759,28,511,277,488,87,864
B039944,944,612,751,241,991,298,438,969,500,44,696,96,959,806,604,314,106,911,329,352,901,718,553,203,823,46,664,845,988,666
B034927,349,551,980,500,581,439,296,292,211,259,905,772,442,101,571,314,375,901,112,157,422,833,411,998,678,677,704,517,922,503
B023311,606,301,124,236,939,713,629,495,567,121,271,713,505,44,397,496,826,732,605,954,132,208,705,583,242,287,964,939,957,810
B003306,680,888,576,37,665,136,199,373,307,694,937,587,785,772,499,297,933,725,308,855,292,637,642,463,147,250,25,887,994,612
B029142,761,453,376,551,187,99,826,581,675,674,280,13,121,325,469,619,268,607,546,559,650,935,762,184,331,251,266,830,451,274
B015496,726,658,831,241,231,659,889,189,634,998,878,722,478,180,409,696,570,272,52,30,257,222,484,812,771,437,267,631,639,518
B012521,934,247,352,237,701,925,577,234,693,561,680,704,141,812,157,310,538,706,719,259,523,476,262,411,334,813,902,961,738,768
B028099,430,186,665,407,66,339,707,506,816,842,299,235,162,436,727,268,994,793,51,663,881,682,747,682,369,343,230,866,564,862
B004754,911,121,291,505,697,461,250,599,539,334,896,740,659,242,868,786,97,941,447,752,257,828,859,863,440,561,513,161,834,843
B046266,954,919,264,367,339,646,554,730,400,733,146,917,322,322,28,459,667,641,336,932,642,60,918,576,54,578,612,392,169,805
B049895,397,129,377,119,205,723,93,104,632,295,318,919,536,38,90,266,451,541,213,556,340,356,683,869,585,516,254,106,224,407
B013729,544,979,371,194,988,228,996,749,156,368,920,623,857,798,272,154,490,412,80,861,292,369,836,672,7,638,400,160,757,554
B018523,263,916,734,260,810,40,992,317,241,374,319,406,845,668,541,258,798,567,315,867,621,474,474,527,884,225,743,354,798,327
B001951,982,322,110,68,790,454,504,321,804,160,944,267,595,309,193,402,986,564,735,846,322,235,97,215,812,655,297,792,277,945
B043421,604,670,233,830,201,47,312,66,606,525,541,359,937,109,116,335,447,833,632,178,862,628,304,850,406,70,843,167,627,657
B028226,562,911,981,233,298,54,932,719,236,450,751,528,624,704,286,512,524,688,415,327,770,964,767,918,87,535,243,859,640,118
